"No1","No2"
560,3797
560,3798
560,3799
560,3800
561,3801
561,3802
561,3803
561,3804
561,3805
562,3806
562,3807
562,3808
562,3809
562,3810
563,3811
563,3812
563,3813
563,3814
563,3815
564,3816
564,3817
564,3818
564,3819
564,3820
565,3821
565,3822
565,3823
565,3824
565,3825
566,3826
566,3827
566,3828
566,3829
566,3830
567,3831
567,3832
567,3833
567,3834
567,3835
568,3836
568,3837
568,3838
568,3839
568,3840
569,3841
569,3842
569,3843
569,3844
569,3845
570,3846
570,3847
570,3848
570,3849
570,3850
571,3851
571,3852
571,3853
571,3854
571,3855
572,3856
572,3857
572,3858
572,3859
572,3860
573,3861
573,3862
573,3863
573,3864
573,3865
574,3866
574,3867
574,3868
574,3869
574,3870
575,3871
575,3872
575,3873
575,3874
575,3875
576,3876
576,3877
576,3878
576,3879
576,3880
577,3881
577,3882
577,3883
577,3884
577,3885
578,3886
578,3887
578,3888
578,3889
578,3890
579,3891
579,3892
579,3893
579,3894
579,3895
580,3896
580,3897
580,3898
580,3899
580,3900
581,3901
581,3902
581,3903
581,3904
581,3905
582,3906
582,3907
582,3908
582,3909
582,3910
583,3911
583,3912
583,3913
583,3914
583,3915
584,3916
584,3917
584,3918
584,3919
584,3920
585,3921
585,3922
585,3923
585,3924
585,3925
586,3926
586,3927
586,3928
586,3929
586,3930
587,3931
587,3932
587,3933
587,3934
587,3935
588,3936
588,3937
588,3938
588,3939
588,3940
589,3941
589,3942
589,3943
589,3944
589,3945
590,3946
590,3947
590,3948
590,3949
590,3950
591,3951
591,3952
591,3953
591,3954
591,3955
592,3956
592,3957
592,3958
592,3959
592,3960
593,3961
593,3962
593,3963
593,3964
593,3965
594,3966
594,3967
594,3968
594,3969
594,3970
595,3971
595,3972
595,3973
595,3974
595,3975
596,3976
596,3977
596,3978
596,3979
596,3980
597,3981
597,3982
597,3983
597,3984
597,3985
598,3986
598,3987
598,3988
598,3989
598,3990
599,3991
599,3992
599,3993
599,3994
599,3995
600,3996
600,3997
600,3998
600,3999
600,4000
601,4001
601,4002
601,4003
601,4004
601,4005
602,4006
602,4007
602,4008
602,4009
602,4010
603,4011
603,4012
603,4013
603,4014
603,4015
604,4016
604,4017
604,4018
604,4019
604,4020
605,4021
605,4022
605,4023
605,4024
605,4025
606,4026
606,4027
606,4028
606,4029
606,4030
607,4031
607,4032
607,4033
607,4034
607,4035
608,4036
608,4037
608,4038
608,4039
608,4040
609,4041
609,4042
609,4043
609,4044
609,4045
610,4046
610,4047
610,4048
610,4049
610,4050
611,4051
611,4052
611,4053
611,4054
611,4055
612,4056
612,4057
612,4058
612,4059
612,4060
613,4061
613,4062
613,4063
613,4064
613,4065
614,4066
614,4067
614,4068
614,4069
614,4070
615,4071
615,4072
615,4073
615,4074
615,4075
616,4076
616,4077
616,4078
616,4079
616,4080
617,4081
617,4082
617,4083
617,4084
617,4085
618,4086
618,4087
618,4088
618,4089
618,4090
619,4091
619,4092
619,4093
619,4094
619,4095
620,4096
620,4097
620,4098
620,4099
620,4100
621,4101
621,4102
621,4103
621,4104
621,4105
622,4106
622,4107
622,4108
622,4109
622,4110
623,4111
623,4112
623,4113
623,4114
623,4115
624,4116
624,4117
624,4118
624,4119
624,4120
625,4121
625,4122
625,4123
625,4124
625,4125
626,4126
626,4127
626,4128
626,4129
626,4130
627,4131
627,4132
627,4133
627,4134
627,4135
628,4136
628,4137
628,4138
628,4139
628,4140
629,4141
629,4142
629,4143
629,4144
629,4145
630,4146
630,4147
630,4148
630,4149
630,4150
631,4151
631,4152
631,4153
631,4154
631,4155
632,4156
632,4157
632,4158
632,4159
632,4160
633,4161
633,4162
633,4163
633,4164
633,4165
634,4166
634,4167
634,4168
634,4169
634,4170
635,4171
635,4172
635,4173
635,4174
635,4175
636,4176
636,4177
636,4178
636,4179
636,4180
637,4181
637,4182
637,4183
637,4184
637,4185
638,4186
638,4187
638,4188
638,4189
638,4190
639,4191
639,4192
639,4193
639,4194
639,4195
640,4196
640,4197
640,4198
640,4199
640,4200
641,4201
641,4202
641,4203
641,4204
641,4205
642,4206
642,4207
642,4208
642,4209
642,4210
643,4211
643,4212
643,4213
643,4214
643,4215
644,4216
644,4217
644,4218
644,4219
644,4220
645,4221
645,4222
645,4223
645,4224
645,4225
646,4226
646,4227
646,4228
646,4229
646,4230
647,4231
647,4232
647,4233
647,4234
647,4235
648,4236
648,4237
648,4238
648,4239
648,4240
649,4241
649,4242
649,4243
649,4244
649,4245
650,4246
650,4247
650,4248
650,4249
650,4250
651,4251
651,4252
651,4253
651,4254
651,4255
652,4256
652,4257
652,4258
652,4259
652,4260
653,4261
653,4262
653,4263
653,4264
653,4265
654,4266
654,4267
654,4268
654,4269
654,4270
655,4271
655,4272
655,4273
655,4274
655,4275
656,4276
656,4277
656,4278
656,4279
656,4280
657,4281
657,4282
657,4283
657,4284
657,4285
658,4286
658,4287
658,4288
658,4289
658,4290
659,4291
659,4292
659,4293
659,4294
659,4295
660,4296
660,4297
660,4298
660,4299
660,4300
661,4301
661,4302
661,4303
661,4304
661,4305
662,4306
662,4307
662,4308
662,4309
662,4310
663,4311
663,4312
663,4313
663,4314
663,4315
664,4316
664,4317
664,4318
664,4319
664,4320
665,4321
665,4322
665,4323
665,4324
665,4325
666,4326
666,4327
666,4328
666,4329
666,4330
667,4331
667,4332
667,4333
667,4334
667,4335
668,4336
668,4337
668,4338
668,4339
668,4340
669,4341
669,4342
669,4343
669,4344
669,4345
670,4346
670,4347
670,4348
670,4349
670,4350
671,4351
671,4352
671,4353
671,4354
671,4355
672,4356
672,4357
672,4358
672,4359
672,4360
673,4361
673,4362
673,4363
673,4364
673,4365
674,4366
674,4367
674,4368
674,4369
674,4370
675,4371
675,4372
675,4373
675,4374
675,4375
676,4376
676,4377
676,4378
676,4379
676,4380
677,4381
677,4382
677,4383
677,4384
677,4385
678,4386
678,4387
678,4388
678,4389
678,4390
679,4391
679,4392
679,4393
679,4394
679,4395
680,4396
680,4397
680,4398
680,4399
680,4400
681,4401
681,4402
681,4403
681,4404
681,4405
682,4406
682,4407
682,4408
682,4409
682,4410
683,4411
683,4412
683,4413
683,4414
683,4415
684,4416
684,4417
684,4418
684,4419
684,4420
685,4421
685,4422
685,4423
685,4424
685,4425
686,4426
686,4427
686,4428
686,4429
686,4430
687,4431
687,4432
687,4433
687,4434
687,4435
688,4436
688,4437
688,4438
688,4439
688,4440
689,4441
689,4442
689,4443
689,4444
689,4445
690,4446
690,4447
690,4448
690,4449
690,4450
691,4451
691,4452
691,4453
691,4454
691,4455
692,4456
692,4457
692,4458
692,4459
692,4460
693,4461
693,4462
693,4463
693,4464
693,4465
694,4466
694,4467
694,4468
694,4469
694,4470
695,4471
695,4472
695,4473
695,4474
695,4475
696,4476
696,4477
696,4478
696,4479
696,4480
697,4481
697,4482
697,4483
697,4484
697,4485
698,4486
698,4487
698,4488
698,4489
698,4490
699,4491
699,4492
699,4493
699,4494
699,4495
700,4496
700,4497
700,4498
700,4499
700,4500
701,4501
701,4502
701,4503
701,4504
701,4505
702,4506
702,4507
702,4508
702,4509
702,4510
703,4511
703,4512
703,4513
703,4514
703,4515
704,4516
704,4517
704,4518
704,4519
704,4520
705,4521
705,4522
705,4523
705,4524
705,4525
706,4526
706,4527
706,4528
706,4529
706,4530
707,4531
707,4532
707,4533
707,4534
707,4535
708,4536
708,4537
708,4538
708,4539
708,4540
709,4541
709,4542
709,4543
709,4544
709,4545
710,4546
710,4547
710,4548
710,4549
710,4550
711,4551
711,4552
711,4553
711,4554
711,4555
712,4556
712,4557
712,4558
712,4559
712,4560
713,4561
713,4562
713,4563
713,4564
713,4565
714,4566
714,4567
714,4568
714,4569
714,4570
715,4571
715,4572
715,4573
715,4574
715,4575
716,4576
716,4577
716,4578
716,4579
716,4580
717,4581
717,4582
717,4583
717,4584
717,4585
718,4586
718,4587
718,4588
718,4589
718,4590
719,4591
719,4592
719,4593
719,4594
719,4595
720,4596
720,4597
720,4598
720,4599
720,4600
721,4601
721,4602
721,4603
721,4604
721,4605
722,4606
722,4607
722,4608
722,4609
722,4610
723,4611
723,4612
723,4613
723,4614
723,4615
724,4616
724,4617
724,4618
724,4619
724,4620
725,4621
725,4622
725,4623
725,4624
725,4625
726,4626
726,4627
726,4628
726,4629
726,4630
727,4631
727,4632
727,4633
727,4634
727,4635
728,4636
728,4637
728,4638
728,4639
728,4640
729,4641
729,4642
729,4643
729,4644
729,4645
730,4646
730,4647
730,4648
730,4649
730,4650
731,4651
731,4652
731,4653
731,4654
731,4655
732,4656
732,4657
732,4658
732,4659
732,4660
733,4661
733,4662
733,4663
733,4664
733,4665
734,4666
734,4667
734,4668
734,4669
734,4670
735,4671
735,4672
735,4673
735,4674
735,4675
736,4676
736,4677
736,4678
736,4679
736,4680
737,4681
737,4682
737,4683
737,4684
737,4685
738,4686
738,4687
738,4688
738,4689
738,4690
739,4691
739,4692
739,4693
739,4694
739,4695
740,4696
740,4697
740,4698
740,4699
740,4700
741,4701
741,4702
741,4703
741,4704
741,4705
742,4706
742,4707
742,4708
742,4709
742,4710
743,4711
743,4712
743,4713
743,4714
743,4715
744,4716
744,4717
744,4718
744,4719
744,4720
745,4721
745,4722
745,4723
745,4724
745,4725
746,4726
746,4727
746,4728
746,4729
746,4730
747,4731
747,4732
747,4733
747,4734
747,4735
748,4736
748,4737
748,4738
748,4739
748,4740
749,4741
749,4742
749,4743
749,4744
749,4745
750,4746
750,4747
750,4748
750,4749
750,4750
751,4751
751,4752
751,4753
751,4754
751,4755
752,4756
752,4757
752,4758
752,4759
752,4760
753,4761
753,4762
753,4763
753,4764
753,4765
754,4766
754,4767
754,4768
754,4769
754,4770
755,4771
755,4772
755,4773
755,4774
755,4775
756,4776
756,4777
756,4778
756,4779
756,4780
757,4781
757,4782
757,4783
757,4784
757,4785
758,4786
758,4787
758,4788
758,4789
758,4790
759,4791
759,4792
759,4793
759,4794
759,4795
760,4796
760,4797
760,4798
760,4799
760,4800
761,4801
761,4802
761,4803
761,4804
761,4805
762,4806
762,4807
762,4808
762,4809
762,4810
763,4811
763,4812
763,4813
763,4814
763,4815
764,4816
764,4817
764,4818
764,4819
764,4820
765,4821
765,4822
765,4823
765,4824
765,4825
766,4826
766,4827
766,4828
766,4829
766,4830
767,4831
767,4832
767,4833
767,4834
767,4835
768,4836
768,4837
768,4838
768,4839
768,4840
769,4841
769,4842
769,4843
769,4844
769,4845
770,4846
770,4847
770,4848
770,4849
770,4850
771,4851
771,4852
771,4853
771,4854
771,4855
772,4856
772,4857
772,4858
772,4859
772,4860
773,4861
773,4862
773,4863
773,4864
773,4865
774,4866
774,4867
774,4868
774,4869
774,4870
775,4871
775,4872
775,4873
775,4874
775,4875
776,4876
776,4877
776,4878
776,4879
776,4880
777,4881
777,4882
777,4883
777,4884
777,4885
778,4886
778,4887
778,4888
778,4889
778,4890
779,4891
779,4892
779,4893
779,4894
779,4895
780,4896
780,4897
780,4898
780,4899
780,4900
781,4901
781,4902
781,4903
781,4904
781,4905
782,4906
782,4907
782,4908
782,4909
782,4910
783,4911
783,4912
783,4913
783,4914
783,4915
784,4916
784,4917
784,4918
784,4919
784,4920
785,4921
785,4922
785,4923
785,4924
785,4925
786,4926
786,4927
786,4928
786,4929
786,4930
787,4931
787,4932
787,4933
787,4934
787,4935
788,4936
788,4937
788,4938
788,4939
788,4940
789,4941
789,4942
789,4943
789,4944
789,4945
790,4946
790,4947
790,4948
790,4949
790,4950
791,4951
791,4952
791,4953
791,4954
791,4955
792,4956
792,4957
792,4958
792,4959
792,4960
793,4961
793,4962
793,4963
793,4964
793,4965
794,4966
794,4967
794,4968
794,4969
794,4970
795,4971
795,4972
795,4973
795,4974
795,4975
796,4976
796,4977
796,4978
796,4979
796,4980
797,4981
797,4982
797,4983
797,4984
797,4985
798,4986
798,4987
798,4988
798,4989
798,4990
799,4991
799,4992
799,4993
799,4994
799,4995
800,4996
800,4997
800,4998
800,4999
800,5000
801,5001
801,5002
801,5003
801,5004
801,5005
802,5006
802,5007
802,5008
802,5009
802,5010
803,5011
803,5012
803,5013
803,5014
803,5015
804,5016
804,5017
804,5018
804,5019
804,5020
805,5021
805,5022
805,5023
805,5024
805,5025
806,5026
806,5027
806,5028
806,5029
806,5030
807,5031
807,5032
807,5033
807,5034
807,5035
808,5036
808,5037
808,5038
808,5039
808,5040
809,5041
809,5042
809,5043
809,5044
809,5045
810,5046
810,5047
810,5048
810,5049
810,5050
811,5051
811,5052
811,5053
811,5054
811,5055
812,5056
812,5057
812,5058
812,5059
812,5060
813,5061
813,5062
813,5063
813,5064
813,5065
814,5066
814,5067
814,5068
814,5069
814,5070
815,5071
815,5072
815,5073
815,5074
815,5075
816,5076
816,5077
816,5078
816,5079
816,5080
817,5081
817,5082
817,5083
817,5084
817,5085
818,5086
818,5087
818,5088
818,5089
818,5090
819,5091
819,5092
819,5093
819,5094
819,5095
820,5096
820,5097
820,5098
820,5099
820,5100
821,5101
821,5102
821,5103
821,5104
821,5105
822,5106
822,5107
822,5108
822,5109
822,5110
823,5111
823,5112
823,5113
823,5114
823,5115
824,5116
824,5117
824,5118
824,5119
824,5120
825,5121
825,5122
825,5123
825,5124
825,5125
826,5126
826,5127
826,5128
826,5129
826,5130
827,5131
827,5132
827,5133
827,5134
827,5135
828,5136
828,5137
828,5138
828,5139
828,5140
829,5141
829,5142
829,5143
829,5144
829,5145
830,5146
830,5147
830,5148
830,5149
830,5150
831,5151
831,5152
831,5153
831,5154
831,5155
832,5156
832,5157
832,5158
832,5159
832,5160
833,5161
833,5162
833,5163
833,5164
833,5165
834,5166
834,5167
834,5168
834,5169
834,5170
835,5171
835,5172
835,5173
835,5174
835,5175
836,5176
836,5177
836,5178
836,5179
836,5180
837,5181
837,5182
837,5183
837,5184
837,5185
838,5186
838,5187
838,5188
838,5189
838,5190
839,5191
839,5192
839,5193
839,5194
839,5195
840,5196
840,5197
840,5198
840,5199
840,5200
841,5201
841,5202
841,5203
841,5204
841,5205
842,5206
842,5207
842,5208
842,5209
842,5210
843,5211
843,5212
843,5213
843,5214
843,5215
844,5216
844,5217
844,5218
844,5219
844,5220
845,5221
845,5222
845,5223
845,5224
845,5225
846,5226
846,5227
846,5228
846,5229
846,5230
847,5231
847,5232
847,5233
847,5234
847,5235
848,5236
848,5237
848,5238
848,5239
848,5240
849,5241
849,5242
849,5243
849,5244
849,5245
850,5246
850,5247
850,5248
850,5249
850,5250
851,5251
851,5252
851,5253
851,5254
851,5255
852,5256
852,5257
852,5258
852,5259
852,5260
853,5261
853,5262
853,5263
853,5264
853,5265
854,5266
854,5267
854,5268
854,5269
854,5270
855,5271
855,5272
855,5273
855,5274
855,5275
856,5276
856,5277
856,5278
856,5279
856,5280
857,5281
857,5282
857,5283
857,5284
857,5285
858,5286
858,5287
858,5288
858,5289
858,5290
859,5291
859,5292
859,5293
859,5294
859,5295
860,5296
860,5297
860,5298
860,5299
860,5300
861,5301
861,5302
861,5303
861,5304
861,5305
862,5306
862,5307
862,5308
862,5309
862,5310
863,5311
863,5312
863,5313
863,5314
863,5315
864,5316
864,5317
864,5318
864,5319
864,5320
865,5321
865,5322
865,5323
865,5324
865,5325
866,5326
866,5327
866,5328
866,5329
866,5330
867,5331
867,5332
867,5333
867,5334
867,5335
868,5336
868,5337
868,5338
868,5339
868,5340
869,5341
869,5342
869,5343
869,5344
869,5345
870,5346
870,5347
870,5348
870,5349
870,5350
871,5351
871,5352
871,5353
871,5354
871,5355
872,5356
872,5357
872,5358
872,5359
872,5360
873,5361
873,5362
873,5363
873,5364
873,5365
874,5366
874,5367
874,5368
874,5369
874,5370
875,5371
875,5372
875,5373
875,5374
875,5375
876,5376
876,5377
876,5378
876,5379
876,5380
877,5381
877,5382
877,5383
877,5384
877,5385
878,5386
878,5387
878,5388
878,5389
878,5390
879,5391
879,5392
879,5393
879,5394
879,5395
880,5396
880,5397
880,5398
880,5399
880,5400
881,5401
881,5402
881,5403
881,5404
881,5405
882,5406
882,5407
882,5408
882,5409
882,5410
883,5411
883,5412
883,5413
883,5414
883,5415
884,5416
884,5417
884,5418
884,5419
884,5420
885,5421
885,5422
885,5423
885,5424
885,5425
886,5426
886,5427
886,5428
886,5429
886,5430
887,5431
887,5432
887,5433
887,5434
887,5435
888,5436
888,5437
888,5438
888,5439
888,5440
889,5441
889,5442
889,5443
889,5444
889,5445
890,5446
890,5447
890,5448
890,5449
890,5450
891,5451
891,5452
891,5453
891,5454
891,5455
892,5456
892,5457
892,5458
892,5459
892,5460
893,5461
893,5462
893,5463
893,5464
893,5465
894,5466
894,5467
894,5468
894,5469
894,5470
895,5471
895,5472
895,5473
895,5474
895,5475
896,5476
896,5477
896,5478
896,5479
896,5480
897,5481
897,5482
897,5483
897,5484
897,5485
898,5486
898,5487
898,5488
898,5489
898,5490
899,5491
899,5492
899,5493
899,5494
899,5495
900,5496
900,5497
900,5498
900,5499
900,5500
901,5501
901,5502
901,5503
901,5504
901,5505
902,5506
902,5507
902,5508
902,5509
902,5510
903,5511
903,5512
903,5513
903,5514
903,5515
904,5516
904,5517
904,5518
904,5519
904,5520
905,5521
905,5522
905,5523
905,5524
905,5525
906,5526
906,5527
906,5528
906,5529
906,5530
907,5531
907,5532
907,5533
907,5534
907,5535
908,5536
908,5537
908,5538
908,5539
908,5540
909,5541
909,5542
909,5543
909,5544
909,5545
910,5546
910,5547
910,5548
910,5549
910,5550
911,5551
911,5552
911,5553
911,5554
911,5555
912,5556
912,5557
912,5558
912,5559
912,5560
913,5561
913,5562
913,5563
913,5564
913,5565
914,5566
914,5567
914,5568
914,5569
914,5570
915,5571
915,5572
915,5573
915,5574
915,5575
916,5576
916,5577
916,5578
916,5579
916,5580
917,5581
917,5582
917,5583
917,5584
917,5585
918,5586
918,5587
918,5588
918,5589
918,5590
919,5591
919,5592
919,5593
919,5594
919,5595
920,5596
920,5597
920,5598
920,5599
920,5600
921,5601
921,5602
921,5603
921,5604
921,5605
922,5606
922,5607
922,5608
922,5609
922,5610
923,5611
923,5612
923,5613
923,5614
923,5615
924,5616
924,5617
924,5618
924,5619
924,5620
925,5621
925,5622
925,5623
925,5624
925,5625
926,5626
926,5627
926,5628
926,5629
926,5630
927,5631
927,5632
927,5633
927,5634
927,5635
928,5636
928,5637
928,5638
928,5639
928,5640
929,5641
929,5642
929,5643
929,5644
929,5645
930,5646
930,5647
930,5648
930,5649
930,5650
931,5651
931,5652
931,5653
931,5654
931,5655
932,5656
932,5657
932,5658
932,5659
932,5660
933,5661
933,5662
933,5663
933,5664
933,5665
934,5666
934,5667
934,5668
934,5669
934,5670
935,5671
935,5672
935,5673
935,5674
935,5675
936,5676
936,5677
936,5678
936,5679
936,5680
937,5681
937,5682
937,5683
937,5684
937,5685
938,5686
938,5687
938,5688
938,5689
938,5690
939,5691
939,5692
939,5693
939,5694
939,5695
940,5696
940,5697
940,5698
940,5699
940,5700
941,5701
941,5702
941,5703
941,5704
941,5705
942,5706
942,5707
942,5708
942,5709
942,5710
943,5711
943,5712
943,5713
943,5714
943,5715
944,5716
944,5717
944,5718
944,5719
944,5720
945,5721
945,5722
945,5723
945,5724
945,5725
946,5726
946,5727
946,5728
946,5729
946,5730
947,5731
947,5732
947,5733
947,5734
947,5735
948,5736
948,5737
948,5738
948,5739
948,5740
949,5741
949,5742
949,5743
949,5744
949,5745
950,5746
950,5747
950,5748
950,5749
950,5750
951,5751
951,5752
951,5753
951,5754
951,5755
952,5756
952,5757
952,5758
952,5759
952,5760
953,5761
953,5762
953,5763
953,5764
953,5765
954,5766
954,5767
954,5768
954,5769
954,5770
955,5771
955,5772
955,5773
955,5774
955,5775
956,5776
956,5777
956,5778
956,5779
956,5780
957,5781
957,5782
957,5783
957,5784
957,5785
958,5786
958,5787
958,5788
958,5789
958,5790
959,5791
959,5792
959,5793
959,5794
959,5795
960,5796
960,5797
960,5798
960,5799
960,5800
961,5801
961,5802
961,5803
961,5804
961,5805
962,5806
962,5807
962,5808
962,5809
962,5810
963,5811
963,5812
963,5813
963,5814
963,5815
964,5816
964,5817
964,5818
964,5819
964,5820
965,5821
965,5822
965,5823
965,5824
965,5825
966,5826
966,5827
966,5828
966,5829
966,5830
967,5831
967,5832
967,5833
967,5834
967,5835
968,5836
968,5837
968,5838
968,5839
968,5840
969,5841
969,5842
969,5843
969,5844
969,5845
970,5846
970,5847
970,5848
970,5849
970,5850
971,5851
971,5852
971,5853
971,5854
971,5855
972,5856
972,5857
972,5858
972,5859
972,5860
973,5861
973,5862
973,5863
973,5864
973,5865
974,5866
974,5867
974,5868
974,5869
974,5870
975,5871
975,5872
975,5873
975,5874
975,5875
976,5876
976,5877
976,5878
976,5879
976,5880
977,5881
977,5882
977,5883
977,5884
977,5885
978,5886
978,5887
978,5888
978,5889
978,5890
979,5891
979,5892
979,5893
979,5894
979,5895
980,5896
980,5897
980,5898
980,5899
980,5900
981,5901
981,5902
981,5903
981,5904
981,5905
982,5906
982,5907
982,5908
982,5909
982,5910
983,5911
983,5912
983,5913
983,5914
983,5915
984,5916
984,5917
984,5918
984,5919
984,5920
985,5921
985,5922
985,5923
985,5924
985,5925
986,5926
986,5927
986,5928
986,5929
986,5930
987,5931
987,5932
987,5933
987,5934
987,5935
988,5936
988,5937
988,5938
988,5939
988,5940
989,5941
989,5942
989,5943
989,5944
989,5945
990,5946
990,5947
990,5948
990,5949
990,5950
991,5951
991,5952
991,5953
991,5954
991,5955
992,5956
992,5957
992,5958
992,5959
992,5960
993,5961
993,5962
993,5963
993,5964
993,5965
994,5966
994,5967
994,5968
994,5969
994,5970
995,5971
995,5972
995,5973
995,5974
995,5975
996,5976
996,5977
996,5978
996,5979
996,5980
997,5981
997,5982
997,5983
997,5984
997,5985
998,5986
998,5987
998,5988
998,5989
998,5990
999,5991
999,5992
999,5993
999,5994
999,5995
1000,5996
1000,5997
1000,5998
1000,5999
1000,6000
