"No1","No2"
700,3797
700,3798
700,3799
700,3800
701,3801
701,3802
701,3803
701,3804
702,3805
702,3806
702,3807
702,3808
703,3809
703,3810
703,3811
703,3812
704,3813
704,3814
704,3815
704,3816
705,3817
705,3818
705,3819
705,3820
706,3821
706,3822
706,3823
706,3824
707,3825
707,3826
707,3827
707,3828
708,3829
708,3830
708,3831
708,3832
709,3833
709,3834
709,3835
709,3836
710,3837
710,3838
710,3839
710,3840
711,3841
711,3842
711,3843
711,3844
712,3845
712,3846
712,3847
712,3848
713,3849
713,3850
713,3851
713,3852
714,3853
714,3854
714,3855
714,3856
715,3857
715,3858
715,3859
715,3860
716,3861
716,3862
716,3863
716,3864
717,3865
717,3866
717,3867
717,3868
718,3869
718,3870
718,3871
718,3872
719,3873
719,3874
719,3875
719,3876
720,3877
720,3878
720,3879
720,3880
721,3881
721,3882
721,3883
721,3884
722,3885
722,3886
722,3887
722,3888
723,3889
723,3890
723,3891
723,3892
724,3893
724,3894
724,3895
724,3896
725,3897
725,3898
725,3899
725,3900
726,3901
726,3902
726,3903
726,3904
727,3905
727,3906
727,3907
727,3908
728,3909
728,3910
728,3911
728,3912
729,3913
729,3914
729,3915
729,3916
730,3917
730,3918
730,3919
730,3920
731,3921
731,3922
731,3923
731,3924
732,3925
732,3926
732,3927
732,3928
733,3929
733,3930
733,3931
733,3932
734,3933
734,3934
734,3935
734,3936
735,3937
735,3938
735,3939
735,3940
736,3941
736,3942
736,3943
736,3944
737,3945
737,3946
737,3947
737,3948
738,3949
738,3950
738,3951
738,3952
739,3953
739,3954
739,3955
739,3956
740,3957
740,3958
740,3959
740,3960
741,3961
741,3962
741,3963
741,3964
742,3965
742,3966
742,3967
742,3968
743,3969
743,3970
743,3971
743,3972
744,3973
744,3974
744,3975
744,3976
745,3977
745,3978
745,3979
745,3980
746,3981
746,3982
746,3983
746,3984
747,3985
747,3986
747,3987
747,3988
748,3989
748,3990
748,3991
748,3992
749,3993
749,3994
749,3995
749,3996
750,3997
750,3998
750,3999
750,4000
751,4001
751,4002
751,4003
751,4004
752,4005
752,4006
752,4007
752,4008
753,4009
753,4010
753,4011
753,4012
754,4013
754,4014
754,4015
754,4016
755,4017
755,4018
755,4019
755,4020
756,4021
756,4022
756,4023
756,4024
757,4025
757,4026
757,4027
757,4028
758,4029
758,4030
758,4031
758,4032
759,4033
759,4034
759,4035
759,4036
760,4037
760,4038
760,4039
760,4040
761,4041
761,4042
761,4043
761,4044
762,4045
762,4046
762,4047
762,4048
763,4049
763,4050
763,4051
763,4052
764,4053
764,4054
764,4055
764,4056
765,4057
765,4058
765,4059
765,4060
766,4061
766,4062
766,4063
766,4064
767,4065
767,4066
767,4067
767,4068
768,4069
768,4070
768,4071
768,4072
769,4073
769,4074
769,4075
769,4076
770,4077
770,4078
770,4079
770,4080
771,4081
771,4082
771,4083
771,4084
772,4085
772,4086
772,4087
772,4088
773,4089
773,4090
773,4091
773,4092
774,4093
774,4094
774,4095
774,4096
775,4097
775,4098
775,4099
775,4100
776,4101
776,4102
776,4103
776,4104
777,4105
777,4106
777,4107
777,4108
778,4109
778,4110
778,4111
778,4112
779,4113
779,4114
779,4115
779,4116
780,4117
780,4118
780,4119
780,4120
781,4121
781,4122
781,4123
781,4124
782,4125
782,4126
782,4127
782,4128
783,4129
783,4130
783,4131
783,4132
784,4133
784,4134
784,4135
784,4136
785,4137
785,4138
785,4139
785,4140
786,4141
786,4142
786,4143
786,4144
787,4145
787,4146
787,4147
787,4148
788,4149
788,4150
788,4151
788,4152
789,4153
789,4154
789,4155
789,4156
790,4157
790,4158
790,4159
790,4160
791,4161
791,4162
791,4163
791,4164
792,4165
792,4166
792,4167
792,4168
793,4169
793,4170
793,4171
793,4172
794,4173
794,4174
794,4175
794,4176
795,4177
795,4178
795,4179
795,4180
796,4181
796,4182
796,4183
796,4184
797,4185
797,4186
797,4187
797,4188
798,4189
798,4190
798,4191
798,4192
799,4193
799,4194
799,4195
799,4196
800,4197
800,4198
800,4199
800,4200
801,4201
801,4202
801,4203
801,4204
802,4205
802,4206
802,4207
802,4208
803,4209
803,4210
803,4211
803,4212
804,4213
804,4214
804,4215
804,4216
805,4217
805,4218
805,4219
805,4220
806,4221
806,4222
806,4223
806,4224
807,4225
807,4226
807,4227
807,4228
808,4229
808,4230
808,4231
808,4232
809,4233
809,4234
809,4235
809,4236
810,4237
810,4238
810,4239
810,4240
811,4241
811,4242
811,4243
811,4244
812,4245
812,4246
812,4247
812,4248
813,4249
813,4250
813,4251
813,4252
814,4253
814,4254
814,4255
814,4256
815,4257
815,4258
815,4259
815,4260
816,4261
816,4262
816,4263
816,4264
817,4265
817,4266
817,4267
817,4268
818,4269
818,4270
818,4271
818,4272
819,4273
819,4274
819,4275
819,4276
820,4277
820,4278
820,4279
820,4280
821,4281
821,4282
821,4283
821,4284
822,4285
822,4286
822,4287
822,4288
823,4289
823,4290
823,4291
823,4292
824,4293
824,4294
824,4295
824,4296
825,4297
825,4298
825,4299
825,4300
826,4301
826,4302
826,4303
826,4304
827,4305
827,4306
827,4307
827,4308
828,4309
828,4310
828,4311
828,4312
829,4313
829,4314
829,4315
829,4316
830,4317
830,4318
830,4319
830,4320
831,4321
831,4322
831,4323
831,4324
832,4325
832,4326
832,4327
832,4328
833,4329
833,4330
833,4331
833,4332
834,4333
834,4334
834,4335
834,4336
835,4337
835,4338
835,4339
835,4340
836,4341
836,4342
836,4343
836,4344
837,4345
837,4346
837,4347
837,4348
838,4349
838,4350
838,4351
838,4352
839,4353
839,4354
839,4355
839,4356
840,4357
840,4358
840,4359
840,4360
841,4361
841,4362
841,4363
841,4364
842,4365
842,4366
842,4367
842,4368
843,4369
843,4370
843,4371
843,4372
844,4373
844,4374
844,4375
844,4376
845,4377
845,4378
845,4379
845,4380
846,4381
846,4382
846,4383
846,4384
847,4385
847,4386
847,4387
847,4388
848,4389
848,4390
848,4391
848,4392
849,4393
849,4394
849,4395
849,4396
850,4397
850,4398
850,4399
850,4400
851,4401
851,4402
851,4403
851,4404
852,4405
852,4406
852,4407
852,4408
853,4409
853,4410
853,4411
853,4412
854,4413
854,4414
854,4415
854,4416
855,4417
855,4418
855,4419
855,4420
856,4421
856,4422
856,4423
856,4424
857,4425
857,4426
857,4427
857,4428
858,4429
858,4430
858,4431
858,4432
859,4433
859,4434
859,4435
859,4436
860,4437
860,4438
860,4439
860,4440
861,4441
861,4442
861,4443
861,4444
862,4445
862,4446
862,4447
862,4448
863,4449
863,4450
863,4451
863,4452
864,4453
864,4454
864,4455
864,4456
865,4457
865,4458
865,4459
865,4460
866,4461
866,4462
866,4463
866,4464
867,4465
867,4466
867,4467
867,4468
868,4469
868,4470
868,4471
868,4472
869,4473
869,4474
869,4475
869,4476
870,4477
870,4478
870,4479
870,4480
871,4481
871,4482
871,4483
871,4484
872,4485
872,4486
872,4487
872,4488
873,4489
873,4490
873,4491
873,4492
874,4493
874,4494
874,4495
874,4496
875,4497
875,4498
875,4499
875,4500
876,4501
876,4502
876,4503
876,4504
877,4505
877,4506
877,4507
877,4508
878,4509
878,4510
878,4511
878,4512
879,4513
879,4514
879,4515
879,4516
880,4517
880,4518
880,4519
880,4520
881,4521
881,4522
881,4523
881,4524
882,4525
882,4526
882,4527
882,4528
883,4529
883,4530
883,4531
883,4532
884,4533
884,4534
884,4535
884,4536
885,4537
885,4538
885,4539
885,4540
886,4541
886,4542
886,4543
886,4544
887,4545
887,4546
887,4547
887,4548
888,4549
888,4550
888,4551
888,4552
889,4553
889,4554
889,4555
889,4556
890,4557
890,4558
890,4559
890,4560
891,4561
891,4562
891,4563
891,4564
892,4565
892,4566
892,4567
892,4568
893,4569
893,4570
893,4571
893,4572
894,4573
894,4574
894,4575
894,4576
895,4577
895,4578
895,4579
895,4580
896,4581
896,4582
896,4583
896,4584
897,4585
897,4586
897,4587
897,4588
898,4589
898,4590
898,4591
898,4592
899,4593
899,4594
899,4595
899,4596
900,4597
900,4598
900,4599
900,4600
901,4601
901,4602
901,4603
901,4604
902,4605
902,4606
902,4607
902,4608
903,4609
903,4610
903,4611
903,4612
904,4613
904,4614
904,4615
904,4616
905,4617
905,4618
905,4619
905,4620
906,4621
906,4622
906,4623
906,4624
907,4625
907,4626
907,4627
907,4628
908,4629
908,4630
908,4631
908,4632
909,4633
909,4634
909,4635
909,4636
910,4637
910,4638
910,4639
910,4640
911,4641
911,4642
911,4643
911,4644
912,4645
912,4646
912,4647
912,4648
913,4649
913,4650
913,4651
913,4652
914,4653
914,4654
914,4655
914,4656
915,4657
915,4658
915,4659
915,4660
916,4661
916,4662
916,4663
916,4664
917,4665
917,4666
917,4667
917,4668
918,4669
918,4670
918,4671
918,4672
919,4673
919,4674
919,4675
919,4676
920,4677
920,4678
920,4679
920,4680
921,4681
921,4682
921,4683
921,4684
922,4685
922,4686
922,4687
922,4688
923,4689
923,4690
923,4691
923,4692
924,4693
924,4694
924,4695
924,4696
925,4697
925,4698
925,4699
925,4700
926,4701
926,4702
926,4703
926,4704
927,4705
927,4706
927,4707
927,4708
928,4709
928,4710
928,4711
928,4712
929,4713
929,4714
929,4715
929,4716
930,4717
930,4718
930,4719
930,4720
931,4721
931,4722
931,4723
931,4724
932,4725
932,4726
932,4727
932,4728
933,4729
933,4730
933,4731
933,4732
934,4733
934,4734
934,4735
934,4736
935,4737
935,4738
935,4739
935,4740
936,4741
936,4742
936,4743
936,4744
937,4745
937,4746
937,4747
937,4748
938,4749
938,4750
938,4751
938,4752
939,4753
939,4754
939,4755
939,4756
940,4757
940,4758
940,4759
940,4760
941,4761
941,4762
941,4763
941,4764
942,4765
942,4766
942,4767
942,4768
943,4769
943,4770
943,4771
943,4772
944,4773
944,4774
944,4775
944,4776
945,4777
945,4778
945,4779
945,4780
946,4781
946,4782
946,4783
946,4784
947,4785
947,4786
947,4787
947,4788
948,4789
948,4790
948,4791
948,4792
949,4793
949,4794
949,4795
949,4796
950,4797
950,4798
950,4799
950,4800
951,4801
951,4802
951,4803
951,4804
952,4805
952,4806
952,4807
952,4808
953,4809
953,4810
953,4811
953,4812
954,4813
954,4814
954,4815
954,4816
955,4817
955,4818
955,4819
955,4820
956,4821
956,4822
956,4823
956,4824
957,4825
957,4826
957,4827
957,4828
958,4829
958,4830
958,4831
958,4832
959,4833
959,4834
959,4835
959,4836
960,4837
960,4838
960,4839
960,4840
961,4841
961,4842
961,4843
961,4844
962,4845
962,4846
962,4847
962,4848
963,4849
963,4850
963,4851
963,4852
964,4853
964,4854
964,4855
964,4856
965,4857
965,4858
965,4859
965,4860
966,4861
966,4862
966,4863
966,4864
967,4865
967,4866
967,4867
967,4868
968,4869
968,4870
968,4871
968,4872
969,4873
969,4874
969,4875
969,4876
970,4877
970,4878
970,4879
970,4880
971,4881
971,4882
971,4883
971,4884
972,4885
972,4886
972,4887
972,4888
973,4889
973,4890
973,4891
973,4892
974,4893
974,4894
974,4895
974,4896
975,4897
975,4898
975,4899
975,4900
976,4901
976,4902
976,4903
976,4904
977,4905
977,4906
977,4907
977,4908
978,4909
978,4910
978,4911
978,4912
979,4913
979,4914
979,4915
979,4916
980,4917
980,4918
980,4919
980,4920
981,4921
981,4922
981,4923
981,4924
982,4925
982,4926
982,4927
982,4928
983,4929
983,4930
983,4931
983,4932
984,4933
984,4934
984,4935
984,4936
985,4937
985,4938
985,4939
985,4940
986,4941
986,4942
986,4943
986,4944
987,4945
987,4946
987,4947
987,4948
988,4949
988,4950
988,4951
988,4952
989,4953
989,4954
989,4955
989,4956
990,4957
990,4958
990,4959
990,4960
991,4961
991,4962
991,4963
991,4964
992,4965
992,4966
992,4967
992,4968
993,4969
993,4970
993,4971
993,4972
994,4973
994,4974
994,4975
994,4976
995,4977
995,4978
995,4979
995,4980
996,4981
996,4982
996,4983
996,4984
997,4985
997,4986
997,4987
997,4988
998,4989
998,4990
998,4991
998,4992
999,4993
999,4994
999,4995
999,4996
1000,4997
1000,4998
1000,4999
1000,5000
